132
t_index,tf-idf
1,0.03958041914660984
13,0.044472551222433584
275,0.12007190552506058
646,0.05715171021435171
893,0.04374561841412136
1056,0.030071270674407617
1771,0.0822310401194972
1890,0.05529563857064245
1911,0.2780894286960787
1980,0.05278512338855888
2069,0.10501351121741329
2594,0.05864674760743735
2733,0.047255512058479304
2869,0.05529563857064245
3070,0.06501931699150283
3165,0.047954940125582886
3204,0.0740012594586277
3311,0.08931056060995354
3313,0.08671048377446859
3525,0.09205594064060799
4616,0.08066470509164994
4777,0.086958830035433
4912,0.05172449223131232
5029,0.08931056060995354
5188,0.06072979515586897
5265,0.03828386986059547
5272,0.07502872394662288
5431,0.07856388136080794
5520,0.05904276867466364
5628,0.06311572778027037
6302,0.07426986140906847
6386,0.03921655013399593
6479,0.08589819887818646
6637,0.09188016774862115
6679,0.08396254316110004
6682,0.040855017299748754
6710,0.05211425150420259
6938,0.10501351121741329
6994,0.022493966251150445
7059,0.08490188905172272
7205,0.07168276262452507
7212,0.0692734695426919
7425,0.04706102364615933
7452,0.07502872394662288
7465,0.03851212462758485
7470,0.03909702903237144
7532,0.05264874020719734
7815,0.06311572778027037
8256,0.09362227566845524
8332,0.1330561790240749
8390,0.07168276262452507
8507,0.07351065350276467
8749,0.07212103070482702
8793,0.09728943442714451
8853,0.037617532140714366
8874,0.05751291330449469
8979,0.043824818948307254
9052,0.09062598879412227
9241,0.18125197758824454
9311,0.04480624957136792
9317,0.053061332899339037
9340,0.04398437436701634
9406,0.07856388136080794
9533,0.039519212077586734
9777,0.3050968060288348
9793,0.0681895110869423
9979,0.039336946855890544
10248,0.08142921870535344
10275,0.12472578048905186
10350,0.03291697351358761
10360,0.03505314136373911
10694,0.02614487241675366
10736,0.22703519994513102
10775,0.072571307612142
10816,0.09205594064060799
11230,0.0597325382185625
11288,0.06363748839766484
11517,0.04715798014588844
11575,0.09948389988733372
11666,0.040205364371259676
11787,0.027945711306932495
11788,0.0426751139738887
11796,0.12281984613842913
12002,0.05769653620961816
12103,0.08142921870535344
12164,0.04621323275019296
12224,0.12190678303418208
12263,0.05513685396307941
12374,0.06050920017882766
12570,0.12572186150669637
12804,0.09948389988733372
13018,0.09535377871005808
13088,0.08396254316110004
13454,0.05820659792781635
13682,0.12007190552506058
13708,0.06684720786974244
13709,0.11614010816835717
13956,0.09728943442714451
13966,0.0772990975280778
14004,0.07856388136080794
14169,0.10370677525920165
14504,0.08931056060995354
14623,0.05377287602709896
14679,0.05348455145566245
14734,0.0779193250609955
14747,0.09948389988733372
14820,0.23779427608632442
14852,0.07351065350276467
15080,0.06417635893751691
15292,0.11340845989203836
15521,0.04836839788307738
15531,0.07172855301904253
15546,0.06140992306921456
15597,0.08909209950579743
15664,0.1400759663127908
15672,0.05497958884874809
15931,0.054365159191719116
15993,0.02672349992989828
16529,0.0554559723207844
16713,0.06684720786974244
16787,0.06890414885345274
16823,0.09535377871005808
16844,0.033798706447620556
16866,0.04078888409566999
16918,0.04715798014588844
17056,0.05715171021435171
17059,0.1264947726225665
17063,0.05001868752025652
17065,0.053201198245992995
17077,0.07556759448647496
17163,0.026977858767295547
17208,0.05146969520439015
