367
t_index,tf-idf
13,0.01956921423681064
242,0.07544523737288532
321,0.022704002580819227
357,0.024261817185854705
394,0.02927429168421641
630,0.05283512590248514
639,0.04620899503819436
669,0.022164089818480514
862,0.03349709454924405
898,0.030160886955990146
984,0.05283512590248514
1043,0.05213852787589851
1055,0.04184819631044867
1056,0.013232232512529155
1093,0.03084880062712457
1127,0.03135465656521544
1220,0.04782265140412343
1247,0.0291365451937044
1248,0.032137200083530396
1250,0.03256270351787683
1252,0.024124070695342694
1392,0.02322698742738483
1435,0.030818746832096774
1437,0.030818746832096774
1563,0.05283512590248514
1677,0.03117157154310923
1703,0.04119652053983265
1721,0.027228777338627462
1890,0.024331687025058838
1891,0.056722004265911716
1911,0.1713143959719806
1915,0.028119930739831257
1916,0.04150176192206563
2010,0.026435492678937262
2115,0.05696924010176469
2116,0.03826441092246996
2287,0.07310994413764361
2330,0.025552510433519655
2365,0.04119652053983265
2392,0.036184046041470935
2560,0.04620899503819436
2594,0.025806272333735066
2635,0.021958927913694207
2689,0.035494813135239514
2733,0.020793797835373353
2816,0.022931784312889374
2826,0.0291365451937044
2851,0.028868682270948732
2852,0.04119652053983265
2864,0.04489054178676074
2869,0.024331687025058838
3032,0.030482338636877805
3044,0.03779770240740001
3070,0.057220775906194815
3151,0.017309399152631588
3205,0.09580044951802391
3313,0.057232697031695555
3321,0.025892877825170055
3322,0.028484620050882346
3346,0.05045489145255173
3451,0.06750171289891893
3453,0.08755161089236577
3515,0.04050728763360123
3526,0.038763330947821174
3621,0.029001373555311946
3697,0.021470128914629627
3714,0.07389191534207268
3724,0.04050728763360123
3824,0.01415046964525741
3846,0.07144603589145945
3857,0.039506462179224426
3869,0.036184046041470935
3883,0.03694595767103634
3926,0.03735929714607843
3995,0.035494813135239514
4070,0.024545440678818448
4168,0.028738381951097753
4178,0.02649475392451121
4273,0.04782265140412343
4275,0.024545440678818448
4276,0.028610387953097408
4360,0.03486559279003732
4361,0.03349709454924405
4371,0.02156528123615935
4405,0.05283512590248514
4652,0.032137200083530396
4777,0.03826441092246996
4804,0.035494813135239514
4885,0.15850537770745543
4886,0.07389191534207268
5048,0.029557915177180157
5161,0.03428676618257812
5230,0.020057759121068858
5240,0.0235979134547357
5263,0.025980533105690335
5265,0.15161413219406866
5266,0.0534457475137309
5270,0.04195843216939805
5398,0.03808738910320405
5419,0.03325193642410825
5458,0.06857353236515625
5564,0.026625805559817466
5630,0.06881531336761616
5805,0.029557915177180157
5880,0.04782265140412343
5911,0.019043694551602024
5951,0.026435492678937262
5987,0.06914527046498295
6065,0.029557915177180157
6068,0.025720691783425936
6137,0.02756424122204191
6308,0.03694595767103634
6314,0.05283512590248514
6318,0.020018984378832802
6398,0.05283512590248514
6420,0.054457554677254924
6444,0.027022149792956248
6456,0.018943022780491
6637,0.04042994245582831
6671,0.04489054178676074
6673,0.10459677837011196
6682,0.017977394240069836
6710,0.022931784312889374
6743,0.03601322469782958
6788,0.046645114328447236
6807,0.04990301628512245
6852,0.02469153599315721
6856,0.04620899503819436
6994,0.05938799090738519
7035,0.03826441092246996
7141,0.04782265140412343
7162,0.04195843216939805
7193,0.029001373555311946
7212,0.030482338636877805
7249,0.01849090856321286
7252,0.04489054178676074
7316,0.036184046041470935
7389,0.016111584934239337
7399,0.03735929714607843
7425,0.020708217285064227
7465,0.016946453415332498
7504,0.026435492678937262
7624,0.03401384805367365
7625,0.03256270351787683
7717,0.022874162716372378
7850,0.05283512590248514
7865,0.04050728763360123
8048,0.025720691783425936
8063,0.019828169294952194
8213,0.03583122133045848
8270,0.035173361454351855
8390,0.0315424975704601
8438,0.030818746832096774
8454,0.04377580544618288
8624,0.03694595767103634
8643,0.02985311829167561
8650,0.2911418062302565
8796,0.021191961077980003
8853,0.06621122695119057
8885,0.017919309814527665
8890,0.028119930739831257
8936,0.023790764139502762
8939,0.026435492678937262
9034,0.03929924068093983
9094,0.02469153599315721
9123,0.018305476041621225
9124,0.055100458039030235
9158,0.03117157154310923
9163,0.0431305624723187
9182,0.035494813135239514
9309,0.04464374730198659
9310,0.025636112198181914
9405,0.0315424975704601
9425,0.05283512590248514
9434,0.02823946192574654
9441,0.07975613457679806
9442,0.08101457526720246
9585,0.08101457526720246
9597,0.026921008674312925
9600,0.02298986873843154
9753,0.022164089818480514
9761,0.017022708660780546
9777,0.3356286403653175
9793,0.030005365432928442
9807,0.04124727539964041
9808,0.03193348317267464
9827,0.04119652053983265
9878,0.03256270351787683
9956,0.05774802806247899
10029,0.026159097044747517
10071,0.023790764139502762
10159,0.022816996631310375
10209,0.04552055782462976
10225,0.03401384805367365
10360,0.06169760125424914
10372,0.03648941402178173
10496,0.04489054178676074
10524,0.04990301628512245
10596,0.03929924068093983
10613,0.023661627277477698
10633,0.0291365451937044
10634,0.02777275341067659
10636,0.056043664332279204
10638,0.10501680180257142
10651,0.02970401049151892
10704,0.029414713030354027
10709,0.03749157717644781
10736,0.17982374792584518
10744,0.03325193642410825
10745,0.07975613457679806
10775,0.03193348317267464
10793,0.03694595767103634
10807,0.01964226003063029
10863,0.07098962627047903
11033,0.034570389675541865
11067,0.028361002132955858
11075,0.018244707010890863
11083,0.04281017690576172
11094,0.03965633858990439
11115,0.05283512590248514
11230,0.09199418108742527
11235,0.04119652053983265
11237,0.02469153599315721
11238,0.03929924068093983
11288,0.028002343236793254
11320,0.07559540481480002
11517,0.020750880961032815
11533,0.01911159619698098
11544,0.019389764033630606
11581,0.05161254466747013
11623,0.028484620050882346
11624,0.02142301818057555
11674,0.08978108357352148
11787,0.06148462327134938
11788,0.018778289641141054
11794,0.03735929714607843
11796,0.054044299585912496
11814,0.0327852279090383
11834,0.023348527634594145
11894,0.04050728763360123
12044,0.02156528123615935
12110,0.030818746832096774
12115,0.08076302602293876
12172,0.026435492678937262
12224,0.05364252530025549
12408,0.05283512590248514
