367
t_index,tf-idf
12451,0.03583122133045848
12473,0.038763330947821174
12529,0.04620899503819436
12619,0.061297173393087254
12621,0.04489054178676074
12666,0.04518549393889942
12670,0.022216302840265753
12754,0.02469153599315721
12849,0.03401384805367365
12879,0.022704002580819227
12931,0.02128349992180737
12956,0.04195843216939805
13087,0.028002343236793254
13196,0.09464650910991079
13244,0.057476763902195506
13248,0.03349709454924405
13258,0.09768811055363048
13273,0.0679444824597769
13274,0.06398912270547603
13327,0.10180095706500458
13435,0.07946372654866721
13443,0.03099300760405205
13454,0.03841889053592525
13485,0.03929924068093983
13491,0.02766063531828734
13503,0.04377580544618288
13505,0.057737364541897464
13509,0.04377580544618288
13601,0.061495784162633696
13634,0.022429008530527924
13675,0.030160886955990146
13679,0.02304842348832765
13703,0.05970623658335122
13708,0.029414713030354027
13709,0.07665753130055897
13710,0.026821262650127745
13906,0.03193348317267464
13937,0.04852363437170941
13966,0.0680276961073473
13976,0.04195843216939805
14003,0.024840643793313903
14009,0.030319826806745557
14033,0.030005365432928442
14047,0.031306658678022604
14169,0.022816996631310375
14274,0.0630849951409202
14328,0.02341007244949104
14372,0.036184046041470935
14399,0.03135465656521544
14613,0.0704068642744266
14623,0.047323254554955396
14710,0.03009056924541429
14744,0.04645397485476966
14747,0.04377580544618288
14786,0.07166244266091697
14796,0.020375677221577692
14820,0.026159097044747517
14843,0.033750856449459465
14861,0.028868682270948732
14948,0.036184046041470935
14970,0.03655497206882181
14999,0.09730505320246331
15028,0.020294877810022142
15045,0.04119652053983265
15190,0.025980533105690335
15199,0.04990301628512245
15219,0.04050728763360123
15223,0.017282861610551467
15237,0.0719666971708507
15306,0.03735929714607843
15346,0.027550229019515118
15351,0.042203132999375795
15353,0.02530735230838385
15368,0.038763330947821174
15380,0.04990301628512245
15597,0.013067703816646457
15606,0.05283512590248514
15664,0.030818746832096774
15672,0.024192615967805992
15675,0.018943022780491
15678,0.0204985947208779
15762,0.03428676618257812
15764,0.03428676618257812
15774,0.03735929714607843
15887,0.07975613457679806
15929,0.03583122133045848
15931,0.02392224907269104
15932,0.019903892207807607
15993,0.0235182322988376
16114,0.030160886955990146
16227,0.06857353236515625
16235,0.04377580544618288
16455,0.04990301628512245
16531,0.03826441092246996
16533,0.022164089818480514
16612,0.02310745624146955
16634,0.026159097044747517
16651,0.02469153599315721
16668,0.08387223442931452
16670,0.055100458039030235
16673,0.09641160025059117
16690,0.04352321839284261
16748,0.05881693471137216
16766,0.02823946192574654
16782,0.01907756567723185
16870,0.02114662254638581
16876,0.022874162716372378
16948,0.022483177114157843
16964,0.0327852279090383
16966,0.022816996631310375
16975,0.025552510433519655
17010,0.024331687025058838
17011,0.02200967529459454
17023,0.060639653613491114
17049,0.04990301628512245
17059,0.07421516530220162
17070,0.018065405128866428
17091,0.1283487977620188
17103,0.04990301628512245
17217,0.05283512590248514
17246,0.03583122133045848
